UserId,Location,Rating,Headline,Review,Date,Value Rating,Food Rating ,Service  Rating ,Atmosphere  Rating 
pillowandfork,Los Angeles,5,Fun and inviting,Came back to see if it was still good.  I like having a good plate of pasta at a lively place. If you are looking for quaint romantic place- this isn't the best choice. If you want to chat at the bar have a nice wine and eat something yummy this is the place,7/23/2012,5,4,4,4
TuckerCat,Unknown,5,Best Italian Restaurant in Fairfax,"We have been patrons of this Fairfax gem for many, many years.  Being 100% Italian, I am particular about Italian food. This is the real deal. Love their food and the ownership.  Nice touch is the table side music.  I would strongly recommend any of their menu items.  We even enjoy ordering the pizza for take-out.",6/30/2012,5,5,5,5
Linda W,Bedford,5,Lots of fun!,The food is wonderful and they have an Italian musician who will play or sing whatever you like. It is a very fun place!,6/18/2012,4,4,4,4
pillowandfork,Los Angeles,4,For appetite instead of ambiance,"Great food, high energy but not the most polished decor.  We sat at the bar and enjoyed great shrimp appetizer that was perfectly cooked. Fish special was not oversauced.  Chicken dish was moist and tasty.  Prices were good for what you were getting.  Atmosphere was lively with strolling violin player. Couples dined with kids eating pizza at next table.  If you are looking for good food, good value, and a good time and are not fussy about the decor you will enjoy. We will go back.",6/9/2012,4,4,4,4
smitch44,Fairfax,5,Unexpected Pleasures,Food is delicious. Service is superior.  So unusually casual yet fine - nothing inside like it looks outside. Don't be mislead. People return and return - and it's no wonder why. Good for date or family; young or old or inbetween. Really worth a try and I'll bet you will return.,6/2/2012,5,5,5,4
Sunshine55va,Unknown,1,What Happened,"I have only raved this restaurant in the past and have recommended to my friends. 

Recently a coworker left and we and another friend planned to meet at Dolce Vita to have a great meal and reconnect - 

What a disappointment - service was friendly and didn't rush us - 3 ladies - you can imagine

The food was so not so good.  The bread was great but the dipping was totally blah - olive oil and parmesan cheese - ????  

Ordered Calamari and was not the traditional but big chucks of squid in some kind of a salad dressing.

Two of us ordered veal dishes and one ordered a salad dish.  My friends were so gracious that they did not say anything negative - they just did not say anything!

Veal was  tasteless and overcooked.  Pasta had burned garlic in sauce.  Kept trying to find something positive about my meal but could not.  Carrabba's veal is much better and much cheaper - I was so embarrassed that I paid the whole bill because it was my recommendation.

Atmosphere was great and casual and no complaints about the staff - the FOOD, though, was horrible.",5/29/2012,4,4,4,4
Amy J,Unknown,5,Fantastic,I went to Dolce Vita after my son's college graduation with a party of 7.  I went because of the favorable reviews I read.  The food was so delicious.  Everything was fresh and tasty.  The servers were friendly and attentive.  It was cozy and the booth was private because of the walls on either side.  The prices were reasonable.  We all loved it and would go back in a heartbeat.,5/22/2012,4,4,4,4
karen G,Unknown,3,Inconsistent,"This restaurant is a favorite of our friends, but we've had inconsistent luck.  Noise leve was outrageous and tables awfully close together.  First meal there was great but subsequent trips not so good.",5/2/2012,3,3,4,3
Pam E,Unknown,5,DC trip,"Food was very good, service was excellent.  Our waiter Julio suggested a very nice wine and excellent food to go along with it.  Were also entertained by a voilinist.  Didn't have any room left to try the desserts though, have to save that for another trip.",4/23/2012,4,4,4,4
expattyke,Albuquerque,4,Serenaded with old Beatles music in an Italian accent,Cozy little place near old town Fairfax. Food is good and atmosphere warm and welcoming.,4/7/2012,4,4,4,4
dawn2281,Stuttgart,5,Excellent food and an excellent value,"Really enjoyed the food here ! I would say the best end to the meal was the check for just under $70.00 we had a bottle of wine, appetizer, two entrees, desserts, and baileys and coffee. I loved the homemade cheese ravioli and the papperdelle, I would higly recommend this restaurant to anyone !",4/5/2012,5,5,5,3
Rocky M,Spring Hill,3,Not What it Used to Be!,"This place has gone downhill FAST!  Used to be my favorite Italian restaurant in Fairfax, but over the past year, I've only been there once hoping it had gotten better...but no luck.",3/21/2012,4,4,4,4
Delta P,Roanoke,4,Yummy Italian - crowded restaurant,"Great food, crowded restaurant, stolling musicians add the the ambiance and the crowdedness.",2/23/2012,4,4,4,4
Janet G,Unknown,5,Dessert is the grand finale,"Reasonably priced, excellent Italian food, service very good.  And dessert - the chocolate covered ice cream was not on the display - but they had it available - dark chocolate shell over chocolate and vanilla ice cream - the perfect ending to a great meal.",2/19/2012,5,5,4,4
Mark B,Centreville,5,great for family... or for a date!,"We love all the dishes here and especially the pizza!  Enjoy life!
Cheers
M",2/16/2012,4,5,5,4
LovetoTravelnEatOut,Safety Harbor,5,Consistently Good Food and Service,"My husband and I have been going to this restaurant for 10 years.  The food is always good and the service is excellent.  They serve everything from pizza, pasta to higher price seafood.  Their Mussel starter is tremendous, as is the Vitello Della Casa (Veal Scaloppini with Portabella Mushrooms, Artichoke Hearts in a Sherry Wine Sauce).   My husband likes the Gamberi Marinara Or Fra’ Diavolo (Jumbo Shrimp Cooked in a Mild or Spicy Marinara).   They do not have a children’s menu, but do have pizza and will do ½ orders of the pasta if asked.  It is probably more of an adult restaurant, but if you have well behaved children I am sure they would enjoy it as my 10 year old daughter does.  On  most Friday and Saturday nights they have a musician which is fun.  On weekends they are always busy so best to get a reservation if you can get one (they will not take reservations for less than 4). They do have a small bar to wait at.  They are not inexpensive, but the pasta and pizza is reasonable.  The owner is always there and always remembers returning customers, of which they seem to have many,",2/16/2012,4,5,5,5
Josh O,Oakton,4,Neighborhood Gem,"Dolce Vita is one of the best (if not the best) places to eat in Fairfax.  The food is great, service is friendly, atmosphere is fun (especially if the live music is available) and the wine is cheap.  What's not to like about that?",2/14/2012,4,4,4,4
LydiaLewis,Fairfax,3,"I always expect great food, and am disappointed","I don't know what it is, but this place never seems to live up to its promise.",2/3/2012,4,4,4,4
DonnaB2,Fairfax,3,Absolutely POOR service - ignored throughout meal - excellent food,"If you are not looking for service but excellent food you've come to the right place....Granted it was busy - our waiter approached the table 10 min into our arrival - asked if we were ready to order - I asked my husband a simple question - whether he had planned on having an appetizer and the waiter immediately walked away to assist a party of 8 nearby. He returned five minutes later - asked what we would like to eat, departed as soon as we gave him our order without asking if we wanted anything to drink... we were ignored throughout our meal as another large party arrived and they shuffled people from one table to another to accommodate the large party. Never asked if I wanted more wine, if the meal was good, not offered pepper or parmesan with our entrees, no refill on bread, no clearing of the appetizer plates until I stacked them and handed them to the waiter... I've waited many a table and this was absolutely the worst, unattentive service I've ever received. What really got me was staff of 3-4 were fawining over two large parties of 8+ that they were guaranteed an 18% tip on due to their policy.... thye ignored a table of two with a $130 tab....we left him $10 with a note to be attentive should we return.",2/2/2012,3,4,1,2
djwoz,White Stone,5,A great neighborhood Italian restaurant,"A great place to go with family and friends.  Excellent Italian dishes and wood burning oven pizzas at reasonable prices. 

The restaurant can be a bit noisy but that is part of the fun.",1/29/2012,5,5,4,4
Sharon R,Unknown,5,Shesh,"Friendly service along with authentic Italian Food!   I love the new addition next door, It's wine bar is a great place to relax before or after dinner.  Elegant and Friendly !",1/29/2012,4,4,4,4
Mattm27,Unknown,5,Old World Italian,The secret to great Italian food is in the sauces and Dole Vita does it better than most Italian restaurants. Warm cozy atmosphere with great food and service.  Ask for the booth in the back if you are on a special occasion as the restaurant is always crowded and the booth allows for better privacy.  Don't go without a reservation unless you like very long waits.,1/25/2012,4,4,4,4
pletzkeb,Unknown,4,Love this restaurant,"My husband, daughter and I recently had lunch at Dolce Vita.  I had been there a couple of times before, but it was the first time for my husband and daughter.  We started with their fresh bread and butter which was excellent.  We all had the Caesar salad which had a very nice anchovy flavor.  I had the Tortellini Pana  (veal stuffed tortellini in cream sauce) which was house made and so fresh and fluffy.  My husband had the Penne ala Modenese (mushrooms and sausage in cream sauce), which was excellent.  My daughter requested the chef make her Chicken Marsala which was not a problem at all.  It was excellent as well.  I love this place.",1/20/2012,4,4,4,4
Jason22030,Fairfax,5,Fun New Year's Eve Dinner at Dolce Veloce (Dolce Vita's Wine Bar),"While I can't comment on Dolce Vita, my wife and I had an excellent experience recently at Dolce Veloce, the wine bar side of the main restaurant. When our New Year's Eve dinner plans fell through at the last minute, we decided to give Dolce Vita/Dolce Veloce a try. The main restaurant was booked with reservations, but the hostess offered to seat us at the bar at Dolce Veloce. Even though the wait and kitchen staff were very busy with a private party, the bartender gave us excellent service, making sure he spaced out our order so that we weren't bombarded with multiple small plates at once! (He even put on a football game that we wanted to watch!) My wife's glass of wine and the five small plates we ordered were very reasonably priced.  The food was really good - my wife loved the foccacia with pesto, while I thought the zucchini roll-ups were quite tasty (and I don't really like zucchini!).  We will definitely be making a return trip, next time with some friends!",1/2/2012,4,4,5,5
Wewah,North Carolina Mountains,5,A Little Bit of Actual Itally!,Just step into Rome or Florence and you've arrived at Dolce Vita. Real authentic and not all cheesy & goppy. Intimate little place. One of a kind.,12/21/2011,4,4,4,4
Kalexander_12,Fairfax,1,Disappointing Food,"We arrived at opening at 11:30am on Saturday. No hurry and no rush. This place has been recommended to us by a number of friends. Its local and close by and we really, really wanted to love this place.  But we just can't understand why folks give this restaurant a good rating. We ordered chicken parm, pizza margherita, and spaghetti and meatballs. The bread tasted like it was left over from the night before. If the bread isn't good, usually the rest of meal isn't either and so it went.  The mixed salad (which would have been good) had rotten lettuce leaves in it and looked like it was from the spring mix container from Costco. I know as I buy that lettuce and have to clean out the rotten the leaves myself when I prepare it at home.  The least they could do is wash and remove the rotten lettuce parts.    The pizza was wood oven pizza, but it tasted like supermarket pizza.  The chicken parm was good, but we ordered meat sauce for accompanying side of pasta. The meat sauce tasted like an Italian sloppy joe not good and even my little guys who love spaghetti didn't like the meat sauce. The spaghetti and meatballs had very little sauce and by that time, we just had enough. Sorry but this just wasn't up to par. The service was very nice though.",11/25/2011,1,1,4,2
sandnsun61,Unknown,3,"Okay food, noisy atmosphere","This place was recommended to us by our hotel, the Residence Inn down the street.  Several staff members simply raved about it.  Our experience was okay, nothing more and nothing less.  The server, although pleasant, was more focused on large tables with more tip potential ... yes, it was that obvious.  Food was above chain food italian but certainly not worthy of extensive praise.  Since the place is small, it became noisy and warm very quickly ... we were glad to pay the check and leave.  I wouldn't go back.",11/24/2011,3,3,3,2
Lg287,Unknown,4,"Good food, average atmosphere","We have eaten here several times. The food has always been excellent, but the atmosphere is only average.",10/15/2011,3,5,5,3
ChickPosseeGirl,Saint James City,5,"""Eccellente""!!!","This Italian restaurant is one of the best that we have ever eaten in!  It is very busy, quaint, and does accept reservations, which would be recommended!  

They have an extensive menu, however, I wanted a vegetarian pasta dish with specific items.  They said, ""No Problem"" and it was amazing!  We had a party of 6 and everyone had something different, and everyone was pleased with their meals!  The service was superb!  There was live entertainment and although it was a bit noisy, it was still a very pleasant evening.   

The owner came to all table to make sure that everyone was enjoying their truly authentic Italian dinners.  Do NOT miss this great find!",9/23/2011,5,5,5,5
travprof,McLean,5,Excellent Value Italian,"Located in a strip mall setting, you would never guess the range of the menu and offerings.  Outstanding grilled seafood and food to terrific pasta selections.  Wine list so-so.  Service is helpful and efficient.  One of the best options in Fairfax City area",9/11/2011,5,5,5,5
Ralph1952,Warrenton,5,Dependable excellence--and a bargain.,"There's a reason why Dolce Vita is always crowded--even on Monday nights: The food is solid ""paisano"" Italian, with occasional (and successful) up-market flourishes.  And given the quality of the food, the prices are a bargain.  My wife and I have eaten here at least every couple of months since we moved to Northern Virginia over fourteen years ago--and we have never been disappointed.  This restaurant may be located in a suburban wasteland along a major highway, but it absolutely is worth seeking out.  Favorite menu items: anything on the daily-specials list (Dolce Vita's specials really are special); the pizza a la Vodka; the Penne Arabbiata; the calamari appetizer, and the veal dishes. If ""Tuscan meatloaf"" is offered as a special, go for it.  Quality is high, but portions are (too) generous, so it pleases foodies looking for rustic Italian food, as well as those who want to shovel it in, but still want decent flavors.  And the staff members, who've been there ""forever,"" are attentive and helpful, even when busy--which they usually are.  Fun, relaxing Italian joint at the end of your commute or workday.",7/25/2011,5,5,5,3
Tim C,Fairfax,5,Excellent Italian food and atmosphere!,"Dolce Vita is an outstanding Italian restaurant in Fairfax City, VA and is reasonably priced.  The service is very good and the menu is varied and excellent as is the wine list.
We enjoyed pasta dishes with my partner having an italian sausage dish in red sauce and I had a ground spinach and veal pasta dish.  Both were generous portions and delicious.",6/26/2011,5,5,5,4
PleasantRidge,Alexandria,5,Great Northern Italian Food - Friendly Atmosphere - Wonderful Service,"We were first invited to meet friends at this restaurant about 12 years ago.  When we had our kitchen gutted about eleven years ago, we ate dinner here almost every night for the duration of our kitchen remodel (about 45 days).  Since then, we go here at least once, sometimes twice, monthly.  We've taken family and friends along, but mostly we go and dine at the bar. Regardless of where we sit, we enjoy the food, preparation is excellent, everything is cooked/prepared fresh as you order it, this is not a fast-food restaurant; the bread is always fresh, they have an excellent wine selection.  We have never been disappointed with the meal or the service.",6/24/2011,4,5,5,5
JACKE424,Unknown,5,We're so glad we finally tried this restaurant.,"We've lived nearby for years and drove by but never remembered to try this place. We finally did and were so pleased. It is a cozy, neighborhood place. As soon as I walked in, I really felt I was back in Italy at one of the local places we tried to find on our recent trip there. The service and, especially, the food were excellent.  As another reviewer said, it's a neighborhood place, so don't expect over-the-top service (but they leave you alone to enjoy your meal and I appreciate that); and don't be disappointed if the guitar player isn't too talented, but it all combined for a really fun, delicious, and special night for us. We'll be going back for a special occasion sometime soon.",6/20/2011,5,5,4,5
traveliteVA,Unknown,2,Average and slow,"If you are in a rush for lunch, don't stop pestering the waitress. Primarily concerned with tips, she won't work to your benefit unless you are regular. Seven to ten times of pestering would not be too much. We checked with servers four times reminding that we were short on time. Nevertheless, people who were seated after us were already getting their entrees before our orders were even taken. When food finally arrived, we doggie bagged it and ate it for dinner.",5/6/2011,3,2,1,2
Paco02011,Fairfax,1,Horrible Service,"My husband went on a Friday night.  It wasn't too busy.  Someone took our drink order at the bar and we were sat a few mins. later.  We waited awhile and other than the person bringing our bread no waiter came.  The person who took our drink order saw me looking around and asked if I had questions, I said I did and he answered them. I then asked if he was a our waiter, he replied ""sure I can be your waiter"" - not very reassuring.  Then awhile later the man who I think was supposed to be our waiter came over with no apology what-so-ever and quickly said ""are you ready to order""  when we told him someone took our appetizer order he started to walk away, we were afraid nobody else would come back so we called for him to come back and take our order.  Nobody checked  on us at any point.  I had to call someone over to ask questions and to get us to go containers.  I asked to see a dessert tray and waiting forever for that.  A third man took our coffee order and when the tray finally came the waiter rattled right through each dessert and was short when i asked a question.  
The ""waiter"" then at one point while we were eating dessert came over and hovered by my husband as he looked over our bill, then crumpled it up and walked away.  He then came to our table leaned over looked in my coffee and said ""oh, it's a cappuccino""  and walked away.  Then brought the check and hovered until it was ready.  
I was so annoyed, I wanted to say something to the manager/owner, but, I got the feeling he wouldn't care.  He was sitting talking to all the people he knew and barely glanced at our table as he walked by.  We don't know if they are always that bad, only take care of their regulars or thought we weren't worth the effort.  Whatever the case we would never recommend this restaurant.",5/1/2011,1,1,3,3
VacainVA,Unknown,5,"Excellent service, excellent food, where everyone knows your name","The title says it all.  Excellent service, excellent food.  A great neighborhood place.  You can also order off menu or ask them to make a combination of plates.  Love it.",1/6/2011,4,5,5,4
Jasminefairfax,San Antonio,1,Terrible,"I normally try and find something positive when I go out and eat at a place I have never tried before. But, in this case I have to say the food was terrible. We ordered Calamari as the appetizer and it came out boiled instead of grilled as their menu stated and tasted like rubber. We were unable to eat it. The pasta dishes were bland and boring and had no flavor.  The place was over crowded and so noisy you could hear the person next to you speaking at a normal volume. If you are in the mood for Italian cuisine I recommend Olive Garden or even Pizza Hut is better than this place.",10/1/2010,1,1,3,1
ShenandoahBabe,Williamsburg,4,We love this place,"We have been going to Dolce Vita for more than 15 years.  Joe and his staff are very attentive.  We love Rudolfo as our server.  We always ask to sit at his table.  The gnocchi Romanola is simply over the top delicious!  Their pizza is so yummy as is all of the pasta dishes we have ever tried.  We usually spend New Year's Eve at Dolce Vita for a fabulous feast at a reasonable price.  Haven't found anything as authentic anywhere around Fairfax City.  Always packed at lunchtime with a crowd from the courthouse, so if the lawyer's dine there, you know it is good,  Reasonable prices. Excellent service.  Friendly atmosphere.",6/13/2010,4,5,5,3
Sunshine55va,Unknown,5,I Can't Thank You Enough,"My father is 87 and loves to go to Dolce Vita but mainly goes at lunch.  His health has started to decline as is his memory but he knows what he wants.  

We had no dinner reservations and my father requested a specific booth.  They were able to accommodate us.   We ordered the house wine and it was really good.  Even showed me the bottle because I asked if it was boxed wine before we ordered.  

The menu has a lot of selections and my poor dad was used to coming at lunch and took some time to make up his mind.  

The staff was very patient and kind.  The water glasses were refilled, the bread was plentiful and melted in your mouth.  My father finally decided. 

Had a great meal - you must try the mussels.  

Long story short, my father went to the restroom and as he was coming out the staff noticed that he was having a problem.  They immediately let me know.  As I was getting him to the car, at least three of the staff came out to see if there was anything they could do.  Even hand delivered my credit card, a sweet young lady gave me some ice and a napkin, and again another staff member came out to check if we needed any assistance.

My father is fine and he enjoyed his meal as did my friend and I.  

Please visit the Dolce Vita ""family"" and know that you will be taken care of in more ways than one!",5/2/2010,5,4,5,4
Onartim,Unknown,5,Magnifico!,"The dinner I had tonight was such a reprieve from reality!  From the grilled Calamari to the Past with Garlic and Shrimp cooked in a true Olive Oil, to the charming service, all on white linen, it was wonderful.! Go.  Relax.   And make an evening of it!",3/5/2010,5,5,5,5
WashDCLee,Herndon,4,Go for the food,"We've gone to Dolce Vita at least 6 times a year for more than 5 years.  Yes, service can be disappointing at times and the building needs renovation/expansion, but you can't beat the food and price anywhere in DC city and metro area.   The grilled calamari is exceptional for those who appreciate real calamari.  We always get two plates with extra sauce.  The veal chops and meats are fantastic, but you have order them early since they have limited stock and they do not list it on the menu.  You also need to clearly state how you want your meat cooked, especially when requesting medium rare, since many of the waiter's native tongue is not English.  Guitar player is not the most talented singer but he always sits next to my daughter and sings her a song.  Keep in mind that it's a family run business and not a 4/5 star fine tuned operations, so don't hesitate be a little vocal/stern at times and you'll have a great meal.",1/23/2010,5,5,2,3
Sammiinthesun,Unknown,1,HORRIBLE HORRIBLE HORRIBLE Service !!!,"My husband and I got to Dolce Vita at 7:15pm on a Friday night the hostess told us it will be a 45 minutes wait.  One hour and 45 minutes later we were still waiting. The reason is because the hostess seated the couples came in after us first.  I saw her talking to them and tell them they will be next when our name is before theirs.  So my husband and I let that go and wait for the next available table. Thirty minutes late, there is a young couples walk in and say hi to the hostess and then put their name at the bottom of the list…way way below our name.  Guess what she seated them after 10 minutes.  My husband and I spoke to the manager and he look at the hostess and did not thing and walked away without saying anything to us.  My husband and I walked out after that.

If you don’t know anyone who work at Dolce Vita, I suggested don’t even bother to show up to the restaurant because you will not be seated or served!  Horrible service!! A place we will NEVER return!!!",1/8/2010,1,1,1,1
winesomelier,Unknown,5,A gem in the rough,"My family and I hade a fantastic meal the musicians were very talented, as for the service was very good but a litle more finess is a plus.",6/8/2009,5,5,4,5
VacationMama08,Washington DC,2,Disappointing,"We've heard such great things about Dolce Vita, so we were excited to go there for my husband's birthday dinner. Service was pleasant, but hesitant. The strolling guitar player that everyone mentions was there - cheesey, but sweet. It's all very family oriented, which is also sweet, but surely not a ""special evening out"" experience.
The food was, in a word, okay. We love Italian food, but truthfully, this is not good Italian food. I've had better flavor combinations and more subtle creations at Macaroni Grill, believe it or not. The penne alla vodka was tasty, but the pasta was overcooked and it really needed some fresh basil and really good parm to make it delicious. The grilled calamari was almost inedible - very chewy and bland. Polo Sorentino was okay - not thrilling. Spaghetti and meatballs was dull and spiceless. Even the bread and the house salad were dull.
Dinner for 5 with 2 appys and 1 bottle of house chianti was $165 before tip - kinda pricey for a highly mediocre meal. Next time we want good Italian, we'll head to Bonarati in Vienna. We won't go back to Dolce Vita again.",5/8/2009,1,1,2,2
nova63,Unknown,5,Good food. Great ambience,We've been going to Dolce for many years; take our family from out of town. I love the trompe l'oeil on the walls. The food is very good; and we've never had bad service.,4/24/2009,4,5,4,5
cmania,Unknown,1,Will Never return!  Horrible Experience!!,"My experience at Dolce Vita was horrible and we will never return to this restaurant again.  As an Italian-American, I know the difference between a meat sauce, a wine sauce, and a creamy tomato sauce.  The fact that the staff tried to tell me that they served me a white wine sauce when it was a creamy tomato sauce is dispicable.  

My husband, brother-in-law and I went to tLa Dolce Vita to celebrate my husband's new job.  We had a great bottle of wine and some appetizers.   All was fine up to this point.  My husband ordered lobster ravioli with an ""Aurora"" Sauce, a creamy pink tomato sauce.  He loved it.  My brother-in-law ordered the canelloni with the aurora sauce.  Again, he loved it.  

 I ordered the chicken with eggplant, tomatoes and mozzarella in a white wine sauce.  When I got my chicken, I noticed that my dish had come with a creamy aurora sauce and not the white wine sauce that I ordered.  I informed the waiter that he brought me the wrong meal.  He took it back.  Shortly thereafter, I received a chicken dish with prosciutto and spinich in a white wine sauce.  It was not what I ordered but I ate it anyway.  When the waiter  came by, I told him that this was not the dish I ordered.  He got the menu and read it and he agreed that the first dish was correct except the dish has a cream sauce and not a white wine sauce.  He stated that the chef thought I would like the tomato cream sauce which is why he placed it on my chicken.  If I wanted the tomato cream sauce, I would have ordered the sauce but I was in the mood for a lighter sauce.  The chef should not have given me something I did not order.

As we left the restauant, I spoke to the owner and told him the story.  He tried to tell me that the sauce was pink because of the tomatoes in the dish.  I told him that I know the difference between a tomato cream sauce and a white wine sauce.  Tomatoes do not make a cream sauce!!  It was the same sauce on that my husband had on his raviolis.  His only attempt to make it right was to buy us a drink.  He should have removed the item from the bill and taken responsibility for the action of his chef and his waiter.  I have never been so disappointed, not only in the food, but in the customer service from the staff and owner.  

Big Disappointment!!!!!!!!",12/11/2008,4,4,4,4
Tom M,Unknown,4,Best Italian in Fairfax,"La Dolce Vita is the best home-cooked Italian food you'll find in Fairfax.  It occupies three small buildings on Rt. 50, with the main restaurant in the middle, the Italian pastry shop on the left and the small cantina (bar which also serves food) on the right.  Parking is limited, leaving many of us wishing the restaurant would buy out the auto shop next door for a much-needed expansion.

Inside, the interior has been improved with a small retrofit of the front door, but tables are close together and the accoustics can tend toward the loud side.  There is a small bar along the large wood-fired pizza oven in the front.  Beautiful painted murals decorate the walls, and frequently a strolling guitarist entertains guests.

But the food is why you should come.  The sauces are homemade and the meats and veals are outstanding.  The house salad is a fresh medley of seasonal leafs and a great balsamic vinegrette.  The bread is served hot.  Some excellent choices include the gnocci and the cavatelli. The wood-fired pizzas are unique and delicious.

Save room for dessert, especially the homemade cannolis and the tiramisu, which are among the best in the area.

The house wines are reasonable in price and come in half or full caraffes.",7/6/2008,4,4,4,4
jcrewcutie,Unknown,1,AWFUL Service,"The food is okay....
However, the service was awful 
We were seated and waited 25 min for someone to take our order.  Overall, we had appx 3 different waiters. We ordered food with one waiter including a salad. Our food came and no salad and the person who gave us our food argued that there was not a salad ordered (There was a whole discussion about olive oil dressing - of course the salad was ordered).  The guy who took our order had come over and said sorry I forgot and walked away. Throughout our entire time eating - we were checked on once by the waiter. We asked different waiters there for another beer - on the third request we finally got one.  We ordered a dessert to take home - they had ran out of tiramisu and the people behind us took the last 3 slices.  There was a guitarist there who was quite annoying and loud - we were hoping he wouldnt come over and sing right in our ear and hover over our food as is what he did to the table beside us. 
I was quite annoyed as I was looking forward to dinner. However, I would never return again and I will not recommend the restaurant to anyone else",6/28/2008,4,4,4,4
richmofo,Unknown,3,Very good Italian. Don't...,Very good Italian. Don't know what the hype is about though.,5/11/2008,4,4,4,4
Extraordinary59313,Unknown,4,"Very squished place, but...","Very squished place, but really good food.",5/2/2008,4,4,4,4
Tasneem S,Unknown,3,It's small and family run.  Very good veal shank and pasta dishes.  The beef was tough and overdone.,It's small and family run.  Very good veal shank and pasta dishes.  The beef was tough and overdone.,1/25/2008,4,4,4,4
65mgb,Unknown,4,"After 10 Years, We Still Love It","Our Italian family fell in love 10 years ago, and we have regularly returned ever since.  We always order the grilled calamari which is the best anywhere, including Italy.  The seafood pizza, Via Mare, is my favorite, but the veal chop is also excellent.

Get there early on weekends because the line is out the door.",1/23/2008,4,4,4,4
Jonathan D,Unknown,4,"Fine Italian dining. Very good, pricey.","Fine Italian dining. Very good, pricey.",1/4/2008,4,4,4,4
dcvisa,Unknown,1,Lino is the worst for catering,"Lino, first of all has no idea how to run a business of catering.  This Lino charator is so rude and make you feel that your like your lucky to be talking to him and his resturant.  Then the food comes and it is like chef boyarde right out of the can!  they need better food and someone who knows how to deal with customers",11/20/2007,4,4,4,4
Kathryn B,Sterling,4,Authentic Italian food in a family style setting.,Authentic Italian food in a family style setting.,11/19/2007,4,4,4,4
Patrick B,Unknown,4,Don't let the exterior fool you.  Food is good.,Don't let the exterior fool you.  Food is good.,11/6/2007,4,4,4,4
born-to-dine,Unknown,1,Tony Soprano would close the joint,"They would do better to serve pasta out of a Chef Boyardee can.

Service inattentive at best.    Retired military diner next to us
almost expired from thirst.     Make their pizza at home by putting
mozarella (admittedly a goodly amount) and Newman's Own on an English Muffin.

In short, run, don't walk in the opposite direction of this place.
For decent Italian try Esposito's a couple miles east on Route 50.",11/2/2007,4,4,4,4
csugal,Unknown,4,Good times.,"Considering I'm from Ohio, where we have ""Little Italy"" where everything and everyone is Italian, I tend to be a bit harsh on other restaurants who say they have authentic Italian food.  Dolce Vita was wonderful.  The food was superb and the staff are excellent.  I was expecting a typical generic Italian restaurant but was pleasantly surprised with our meals as well as the service.  Keep up the good work!",10/1/2007,4,4,4,4
tlandis,Unknown,5,Was great for us,"Being from out of town, we didn't have a reservation for a busy Saturday night, but the manager graciously  worked us in. (GREAT luck for us, a party of five did not show).  Comfortable, busy, bustling atmosphere.  Prices reasonable, house wine quite nice. We enjoyed our pizzas and two different kinds of pasta. Guitar player/singer throughout the meal was enjoyable.  Did special request for my mother (her birthday) which made the evening.  Would go there again without hesitation.",9/19/2006,4,4,4,4
Luv-to-travel-always,Washington DC,2,Not great,"This restaurant is really just average.  Most folks must not have much Italian food around this area to say that this place is great.  Several of us ordered different dishes of fish with pasta and it was just not great.  The garlic bits on the pasta were bitter because they were overcooked  and the fish tasted  like frozen fish would taste.  Someone ordered lobster ravioli and it tasted bland and tasteless.  The desserts were not much better.  I wouldn't go back frankly if I had a free night to venture out.  Oh, the last thing is the annoying older man playing the guitar and singing beatles music.",11/11/2005,4,4,4,4
Brenda F,McLean,5,My FAVORITE restaurant!,This is my very favorite restaurant. Everything is outstanding in my book. My favorite table is not in the large dining area with the handpainted murals on the walls. I like to sit at the tables in the front so I can watch the cooks in the open kitchen juggling pans and the woodburning pizza oven. ALL the food is excellent. The prices are reasonable. The service is perfect. The people are friendly. The only problem is on the weekends the wait for tables can be long; this is not a huge restaurant and it is popular. It does take reservations.,7/20/2004,4,4,4,4
Jasminefairfax,San Antonio,1,Terrible,"I normally try and find something positive when I go out and eat at a place I have never tried before. But, in this case I have to say the food was terrible. We ordered Calamari as the appetizer and it came out boiled instead of grilled as their menu stated and tasted like rubber. We were unable to eat it. The pasta dishes were bland and boring and had no flavor.  The place was over crowded and so noisy you could hear the person next to you speaking at a normal volume. If you are in the mood for Italian cuisine I recommend Olive Garden or even Pizza Hut is better than this place.",10/1/2010,1,1,3,1
ShenandoahBabe,Williamsburg,4,We love this place,"We have been going to Dolce Vita for more than 15 years.  Joe and his staff are very attentive.  We love Rudolfo as our server.  We always ask to sit at his table.  The gnocchi Romanola is simply over the top delicious!  Their pizza is so yummy as is all of the pasta dishes we have ever tried.  We usually spend New Year's Eve at Dolce Vita for a fabulous feast at a reasonable price.  Haven't found anything as authentic anywhere around Fairfax City.  Always packed at lunchtime with a crowd from the courthouse, so if the lawyer's dine there, you know it is good,  Reasonable prices. Excellent service.  Friendly atmosphere.",6/13/2010,4,5,5,3
